comment,label
Bang ini kusus di pake untuk pc atau leptop ya klo di hp ga bisa,1
aku ko gbisa download vpn nya ya?,0
Stelh nonton ini gua jdi berfikir . Bikin film bohkeq di jual dapat cuan dah,2
"bg itukan batas cuma 8 detik kan bg, kalok kita mau buat 1 video dengan durasi 5 menit gimana bg? atau harus dipisah menjadi beberapa video 8 detik bg? gimana trick nya biar hasilnya konsinsten setiap video sebelum kita gabungin?",1
"Sekarang udah nga bisa yah? Udah coba pakai 3 akun, tak coba gratis dan paket 1 bulan gratis sudah aktif malah suruh aktifasi lagi dan bayar 300k",1
bg emg batasannya cuman 3 kali generate tiap hari yah?,1
"thx bang , Ai emang sengeri itu sih wkwoakowkoa",2
Anda asli atau tidak bos,1
Min knpa aku gak ad tulisan vidionya,0
Ko aku nyoba video ai suaranya malah inggris bukan indo,0
Durasinya kenapa 8 detik aja bang enggak bisa 1 menit/5menit,1
untuk durasi vidio bisa lebih dari 8 detik gak bang,1
"Tempat ku gak ada video, adanya foto sama teks??",1
"kadang heran mau bangga atau miris sama kemajuan teknologi sekarang, semuanya terasa cepet selesai tapi sebagian yg lain salah menggunakannya",1
Wah sayang terlalu ribet bang harus pakai lectop yg ngk pumya ngk bisa dong,0
Bang cara ngerubah orang berbicaranya dimana yaa ko sya buat ngomongnya malah bahasa Inggris??bukan bahasa indonesia,0
"bang aku kok gada opsi pembayaran pakai shopeepay atau gopay bang, gmna solusinya",0
Udah coba klaim gratis 1 bulan belum?,1
Bang kok punyaku ngomongnya pake bahasa inggris bng gi mna cara buat bahasa indonesia bg,0
bang vpn nya gak bisa ya yg versi seluler..,0
Cuman 8 detik. Bacot,1
harus pake gemini pro ya bang,1
udah gabisa metode pembayaranya udh dirubah,0
Bisa lebih Dari 8 detik durasinya ?,1
Bisa lebih Dari 8 detik durasi nya ?,1
bang vpn nya gratis bang atau gimana,1
terimaksih info nya????,1
"Saya mau belajar, ada ada buka kelas khusus, atau private",1
"saya pake metode dana, tapi ko tetep gabisa yah",1
di aku kok tetep ga ada ya bang videonya,0
Makasih bang ini tutorial paling jelas,2
"Pas nyoba,koq pakai bahasa inggris dis",1
"min, gmn cara buat vidio seperti ditiktok yang judulnya santri pekok",1
durasi nya gak bisa panjang ya ?,0
D saya ko hasilnya pke b.inggris bang,1
Lewat hp bisa?,1
kalau videonya durasinya lama bisa nggak ? 30 menit gitu,1
"punyaku kok gak kluar audionya ya om, padahal udah ngikutin prompt nya.",0
"punya lo udah pro bang , hadehhh",1
Salam kelan bang,1
Ini wajib pakai desktop atau bisa pakai android kaka,1
"makasih sharing ilmunya bang.
Bermanfaat sekali",2
"sekarang buat email mest scan barcode nomor hp, trik ini sudah ga bisa digunakan",1
cuma akun pro doang yg bisa,1
tapi hasilnya kok bahasa inggris ya bukan bahasa indonesia ??? tolong pencerahannya suhu ?,0
"gratis dari hongkong, itu punyamu itu PRO",1
Videonya maks 8 detik saja kah?,1
"Bang, minta link video biar karakternya konsisten",1
Bang saya udah gemini pro tapi belum veo 3 ?,1
Kalo pake ip gimana bang notifnya lari kemana,1
Kalau ingin durasi video lebih dari 8 detik caranya gimana?,1
"terimakasih bang tutor nya , moga berkah ilmu nya bg, amal jariyah buat abang",1
"Bang, di Gemini aku kok gada fitur buat bikin vidionya?
Cuma ada gambar aja.
Bagaimana?
Untuk pembelian di google 1 jg tidak ada pilihan pembayaran PK dana/shoppepay",0
Kok punyaku adanya gambar ya bukan video,0
Bang buatin suapya bisa ubah jdi suara ortua bg,1
Kalau untuk iPhone gimana bg ? Ga ada playstore,1
"Bang jangan pakai Negara Amerika
Kan katanya Kafir ????
Non Halal",1
Mantaf bang,2
"cara merubah ke bahasa indonesia gimana ya, karena setelah saya download teks nya masih dalam bahasa inggris",1
Saya vidionya bahasa inggris,1
ngeri mas asnawi ini ngarahin ke blog keren keren semoga   mudah rezekinya marketing yang keren bang,2
anjg lo bilang gratis,1
"gw suka gaya lu bang , pembawaan tutorial mudah di pahami ,  gw subscibe langsung ??",2
Bg punya w kok bahasa inggris jadinya cara ubahnya gmn y bg,1
bang klo mau bikin video AI ini tapi sambil pegang produk dagangan yg kita punya bagaimana bang???,1
Min contoh prompt agar org yg dividio persisi seperti diri kita yg asli gimana yah,1
"Bang ko punya saya ga ada suara nya ya, KLO bahasa indo",0
max pembuatan videonya cuman 3 kali ya bang?,1
Kok punyaku gaa da videonya ya di Gemini,0
Thanks infonya ????,1
"Itukan yg pro. 
Yang gak pro gak ada vidionya",1
"Bang tolong jawab, videonya bisa lebih panjang gak lebih dari 8 detik gitu",1
Kok sekarang opsi lainnya ga ada dana dll yah kk,0
punya gw ga bisa pake gratisnya error terus,0
Gak muncul menu video,0
Kalo bikin veo 3 dengan potrait 9:16 bagaimana caranya,1
yah bg harus bayar juga,1
PAKE ANDROID BISA GAK Bang,1
sama,1
owalah begitu pantes cuma ada gambar doang,1
Mksh loh babang tamvan link prompt nya jadi bisa tau kn harus ketiknya gmn biar hasilnya kaya babang tamvan ??,2
Kok saya jadi bahasa inggris ya bang?,1
Bohong ni katanya vpn gratis tapi ditambahkan tidak mau gratis.kolom penambahan ke chrome tidak aktif. Lihat pembayaran juga promo labgganan bayar dollar perbulan.,0
"Tolongin permasalahannya dimana? Lewat web mentok dilayar vpn, penambahan ke chrome tidak aktif, pilihan negara Amerika juga tidak ada.gimana mau lanjut???instal aplikasi vpn ternyata untuk penggunaan tidak gratis harus langganan dulu paling sedikit 159 ribu perminggu",0
Amazing!,2
Ko saya gabisa ya bang,0
Ngeri ngeri sedaap ini tutorialnya????,2
udah pake vpn tapi tetep ngga muncul opsi vidionya,0
Ko gw harus beli,1
Gu udah pake vpn tete veo2,1
"mohon ijin bertnya mas, saya sudah mencoba menginstal vpn chrome tapi tidak bisa dijalnkan vpnya..mohon solusinya makasih",1
kok di aku nggak ada suaranya ya bang,0
Jgn� mas ini buatan AI juga ya????,1
Mas ini benar benar keren..????,2
kalau dah premium ada batasan buat video gak ya kak ?,1
Bang kok punya ngk ada suaranya,0
Punya ku gada suaranya kenapa ya?,0
"mau tanya mas, kenapa Veo 3 saya gak ada suaranya, prompt apa yang harus diperbaiki ?",0
"Bang, kalau ga ada suara nya kenapa y",0
Itu jadi akun pro bayar yaa,1
Ini ada batasan durasinya gak?,1
kok di google play saya tidak muncul metode pembayaran melalui aplikasi?,1
kok suaranya gk muncul atau gk kedengeran yaa,0
Amerika memang hebat ?,1
"bang menta caranya dong, gw udah coba tiru yang kek lu bang, tapi kenapa hasil nya berbahasa inggris ya bang,, semoga di jawab ????????",0
terima kasih sharingnya Mas. sungguh berguna,2
gua dah pake VPN masih veo2 bang,0
Prompt,1
"Pake frompt bahasa Inggris , hasilnya bahasa Inggris d tutorial ko bhasanya indo gimana caranya",1
"Bang ku ada ide, bikin meme dongeng2 habib yaman pasti meledak tu????",1
Ttp berbayar,1
"Bang mau tanya, kalo waktu klik opsi lainnya malah disuruh beli saldo google play gimana ya ? terima kasih",1
main di badui toto agar gacor,1
terima kasih bang ilmunya,2
"Di prompt nya bahasa inggris tapi jadinya kok bahasa Indonesia ya , aku buat tetep ngomongnya bahasa inggris ??",0
"bang kok gua bikin tapi bahasanya inggris si bukan indo,gimana ya bang mohon arahannya",0
Ko ga bs ya vpn nya di download,0
Kok gk ada suaranyaa ya,0
dikasih tau donk akhirnya hanya 3kali regen video doank setelah itu harus nunggu sampe 5 hari wkwkwkwkwkwwkwkw,1
Keren bg,2
Bang kenapa y hasil video yg aku buat berbicara nya dalam BHS inggris. Untuk supaya berbicara bahasa Indonesia caranya gimana bang mohon bimbingan nya terimakasih sebelumnya ??,0
Gak ada penawaran melalu hp bang..,0
"Pondok Gede Bekasi,Hadir. Gemini yg ada tidak ada Video, Sy ikuti petunjuk,blm bisa,juga blm ada Pro di akun.",1
"Wah thanks bang, udh gw cba berhasil. Tapi klo mau di jadiin bahasa Indonesia gmn yaa bang caranya, karena pas jadi ngomong di videonya pakai bahasa inggris..?? Mohon arahannya. Thanks ????",0
Mas bisa ga sih pakai muka kita sendiri hehe.,1
Tks min??,1
kalau wajah dari video ingin menggunakan wajah kita gmn itu kak ?,1
Bang kok punyaku stuck di veo 2,0
Makasih bang sudah berbagi ilmu????,2
Sekarang blm bisa lagi ya veo 3,1
Kok saya pujya gakk ada suara yah kak?,0
"Saya coba buat kok gak ada suara bang, cuma video saja",0
"Itu katanya gratis ,tpi ada opsi pembayaran lwt ini itu",1
"bang mau nanya, semisal kita pakai contoh foto orang yg sudah kita punya dan tinggal menganimasikannya itu bisa ga???",1
kalo opsi videonya ga muncul gimana bang ?,0
Knapa hasilnya pake b inggris ya dialognya? Pdhal di prompt pas dialog pakai bahasa indonesia,0
Bang koq gwe bikin malah bahasa inggris ya ai ny ngomong,0
"Bang saya udah bisa bikin nya tapi ko enggak ada suara nya terus ya , bantu jawab ??",0
Bisa dibuat adu domba ama negara lain ni,1
Pake hp gak bisa bang,1
Pakek hp gak biasa bang?,1
Punya saya nggak ada suaranya bang,0
"bang ijin bertanya, saya buat video pakai google Veo3 kok cuman bisa 8 detik saja ya? gimana caranya biar bisa panjang sampai 9-10 menit gitu?",1
"Happy banget bisa dapet rezeki besar dari ?????????, bener-bener puas!",2
????????? menawarkan pengalaman visual yang menarik.,2
"Rezeki tak terduga datang dari ?????????, makasih banyak!",2
"Happy banget, hasil dari ????????? bikin hariku makin ceria!",2
Kenapa hasil  videonya berbahasa inggris ya bang ?,0
Bahasanya masih inggris gmna ngerubahnya ya,0
pakai phto sendiri bsa?caranya?,1
Tidak bisa 1 menit yaa,1
bg sy knp ga ada suaranya ya,0
Aku bikinn  kenapa ga bisa ada suaranya ya cuma gerakan bibir,0
"dunia sedang gk baik baik saja gara"" Ai google veo 3",0
Ku kira 100% gratis,1
Kenapa punya saya tetap veo 2 padahal suadah pakai vpn dan sudah gemini pro,1
bang apakah videonya bisa lebih dari 8 detik?,1
saya ko gak ada suaranya bang..,0
coba jelaskan maksudnya Gratis itu gimana? saya sudah install vpn baru setelah itu disuruh bayar sama si veepn? gak ada pilihan FREE nya??,1
Baju nya ngebug 0:01,0
kok vpn nya ga gratis pas saya coba mas?,1
Bang saya gak ada suaranya????,0
"kedepannya akan ada profesi yang bakal hilang, ayo semangat kita untuk belajar...belajar biar gak ketinggalan",2
Thanks for showing how to use Google VEO 3 like a pro. Can�t wait to try the viral movie ideas from your second video next ??,2
"gak ada opsi buat by vidio, apa harus gemini pro ya?",1
Bang video ku kok gak ada suara ya,0
Yang up vlog di neraka lu bukan bang ??,1
"Sudah pakai VPN yang sama tapi hasilnya tetap gak ada suara, gimana tuh bang?",0
Bayangkan seorang istri melihat suaminya tidur dengan wanita lain..dan itu adalah AI..si istri ga bakal percaya.....ancuur tu rumah tangga,0
MUNGKIN ADMIN INI AI? ????,1
"kok aku ga muncul Veo 3 ya, padahal sudah upgrade pro",0
Kok aku ga ada suaranya mas yah? Boleh minta saran?,0
monas koq bentuknya gitu ya,0
Jadi b0k3p. Kerusakan parah.,0
Buat vidio apa yang muncul orang lain bikin vidio ya kita pilih vidio kita terus di pindah kan gitu.kalo itu apa hebatnya gak bisa bikin vidio wajah kita sendiri,0
Batasnya cuman 8 detik bang? Bisa lebih nggak?,1
https://youtu.be/ZznOGnavZLo,1
thanks bang konten mudah syekali untuk dimengerti,2
"belum pernah berhasil, kadang suaranya ga keluar, kadang suaranya beda sama yg di prompt kan, ngga tau salahnya dimana - padahal copypaste dengan prompt yg mas ini tulis. dan sudah via chatgpt juga",0
Aku nyoba dari tdi muter2 mulu ngga slsai2 hasilnya...,0
Bang kok saya video nya ngomong nya bahasa inggris ya bukan bahasa Indonesia,0
Kagak doyan google ??,1
"Kalo udah ga gratis, bayarnya berapa/bulan",1
"bang, aku udah pake vpn, tapi ngga ada tombol videonya. Kira kira kenapa ya?",1
Dan lu asli apa AI bg??,1
Monas bentuknya bukan begitu ya ????????,0
"Kok aku gada ya kak.
Opsi pilihan video nya?",0
Google semakin didepan,2
ane ud coba kok gak nongol suara di videony y?,0
Bang.. Punyaq waktuo pembayaran di playstore kok ndak muncul pilihan dana gopay dll ya.. Hanya plihan kartu debit dll.. Gmana ya bang..,1
Sory tanya saya bikin gak ada suaranya,0
Bang. .  bisa gak buatkan untuk bisnis rental mobil saya ??,1
Pertanyaannya bayar ga,1
"Saya butuh seseorang yg mau mendanai saya untuk menjadi editor ai lebih realistis,",1
bang saya kluarnya bahasa inggris mulu ga bsa bhasa indo,0
"Kayaknya emang udah bisa 1menit bahkan 1jam,tapi emang ditahan dulu,kalau dikeluarin sekarang takutnya kedepannya udah g ada perkembangan lagi, alhasil dapet duit pun berpengaruh",2
GK bs konek ke gopay,0
Bang ko di gua mah hasilnya ga ada suaranya,0
"Cuman bisa buat 3 video, gimana caranya supaya bisa unlimited tanpa batas buat videonya",1
Sekarang gabisa keluar audionya yah kak,0
Dan video yang ke 2 gak ada suaranya gimana solusinya bang,0
Hanya KPD Alloh lah kita perlindungan.,1
google punya database video terbanyak,1
Wow. Buat prompt dengan prompt??,1
"Maaf newbie, kalo udah jago bikin konten pake AI, trus dapat duit nya darimana aja bang..? kan wajah kita kaga muncul, kaga ada yang mau endorse",1
Bang ini cuman bisa 8 detik,1
"sudah ga bisa, cuma 2 metode sekarang",1
Masih cari pnjlelasan knpa vidio yang saya buat ga ada suara nya padahal udh bikin prompt sedetail mungkin,0
"mas, hasil video saya kenapa gak ada suaranya yah?",0
"Nggak ada ngeri nya di depan penyepong China Russia. Ada aja alasan mereka untuk menghujat barat, ngata'in standar ganda padahal mereka juga masih bergantung sama produk barat, contoh aja ni YouTube",1
Punya saya ga ada suara yah,0
Bg di punyaku kenapa gak muncul (bayar di ponsel anda) yaa ?,1
Bang kalo bikin video wajah kita sendiri gemana,1
"saya coba upgrade gemini pro belum bisa, terkendala penawaran pembayaran harus lewat google one, tdk ada pilihan pembayaran lewat gopay. gimana mas??",1
kalau mau 3 menit gimana ya bang? ko aku 8 detik terus,1
Monas macam menara Alor Setar ??,0
apa ada hubungannya dengan scan retina mata yg meghasilkan uang itu ntahlah,1
"bang, kenapa video saya gk ada audio nya ya ? udah coba 3x promt, gk ada audionya semua",0
"mas mau nanya, kenapa di Gemini ngga muncul menu video nya ya?",0
Bang  mohon info Veo 3 pro durasi video bisa maksimal berapa detik ya ?,1
Ini gw ga bisa dapetin yg free tiap daftar minimal harus ada sisa uang kah 309rb di saldo?,1
Bang gw udah buat pakai prompt yang lu bikin tapi gw edit dikit untuk percakapan nya tapi kok hasilnya nggak keluar suaranya ya gimana solusinya bang,0
Kok punya gw malah veo 2 jadinya bang?,1
"Bang, nerima order pembuatan video gk ya, untuk promosi",1
"Berapaan veo 3 sih? Pengen, tp takut mahal masih youtuber pemula",1
Pakai android bisa gak bang ?,1
Makasih bang sangat bermanfaat,2
"Buatkan prompt gogle Veo 3 seorang wanita cantik berambut panjang dengan begrond lomba burung canary seolah ngevlog sambil berbicara bahasa Indonesia "" Burung kenari anda macet pakan magic solusinya, pakan herbal untuk burung macet "" Dengan ceria",0
Harus punya banyak akun donk bang,1
"min itu Gemini nya yang berbayar ya ??? kelihatan dari accountnya ""PRO"", yg gratis tdk ada menu ""Video"" nya",1
Bosan,0
kok aku di hp gk bisa di download yah hasilnya...udah berhasil di download tapi filenya gk muncul di galeri.,0
aku sudah pake vpn tp masih saja gak muncul video nya... tetep saja harus pro kan???,0
Lama pekerjaan aktor alan digantiin pake AI,0
Saya yakin yang bikin konten ini ijazahnya asli,1
"ini baru channel, membahas secara rinci dan tutorial yang detail. auto subrekkkkkkk lu bang",2
Maaf ka saya mau nanya? kok saya sudah pro tp masih vio 2,1
Biar logat nya jadi bahasa indonesia gm,1
Gua bikin kenapa hasil videonya ngomong pake bahasa inggris mulu ya,0
waktunya singkat banget cuma 8 detik,1
Monas nya ga asli bang yaa,0
Sama,1
"?�@insidekarakter� ternyata kita harus rubah ke bahasa inggris, dan kalo mau kasih dialog kita harus nambahin kata misal kaya : berkata dengan bahasa Indonesia atau berbicara dengan bahasa Indonesia, atau gk lu coba bikin dialog terus pas promt udh jadi, lu bilang lg ke chatgpt nya ""Pastika karakter mengatakan dialog yang saya buat"" 

Kurleb begitu sih, gua bikin udh berhasil ??",2
bang saya coba udah ada ada vido nya kok gak ada suaranya ya ?,0
Jgn sampai ada yg bikin video 3gp Ariel dan Wulan ??,1
Beberapa kali nyoba tapi kok gak ada suaranya yang malah jadi video gagu,0
Negara komunis cina pasti langsung buat tiruan ????negara kw,1
"Bang knp hasil videonya berbicara bahasa inggris yaa prompt nya sdh saya pakai bhs indonesia, tetap juga sama hasilnya berbicara menggunakan bahasa inggris",0
Udah pake vpn tapi masih veo2,1
A.I. tidak bisa mengucapkan namanya sendiri ??,1
Bang ko bikinan gw ga ada suaranya itu salahnya dimana ya bang,0
Sebentar lagi artis artis gak laku dong. Bikin film cukup pake ai ??????,0
keren banget,2
Detik� kemunculan dajjal..fitnah akan terjadi di mana�,0
vvn nya gx bisa di instal gx bisa di apa apain,1
pake promt di crome hp gk bisa ya,1
Bang bisa pakai foto kita gak,1
"Kalo makin berkembang, nanti gimana caranya kita tau itu orang asli atau bukan. Terlebih kita yang suka nonton",0
"Menghawatirkan bisa bikin video fitnahan, masyarakat awam bisa langsung percaya video hasil AI",0
Kalau bikin prompt yang bisa ngobrol lebih dari 1 orang gimana ya bro,1
Bg dipunyaku kok gaada menu video,1
terimakasihh bang ilmunya,2
Kok aku gak ada suaranya?,0
"harus pake vpn bg,, sini bikin grup sharing2",1
"kalau saya membedakan ai atau asli,dilihat dari pergerakan mulut dan suara...",1
"bang, kenapa punya saya pilihan pembayaranya gk ada pilihan yg e-walet?",1
bang bs digabung sama gambar ga? misal kita mau buat iklan disuatu product biar masuk ke dalam AI itu jd hrs upload dlu prodcutnya bs ga seperti itu klo ada tolng buatin bg .makasi,1
kok ga ada suara ya kk cuma text doank,0
bang saya sudah ikutin tapi opsi video nya tidak muncul itu kenapa yah ?,0
Cara download vpn ny gmna gk ad bacaan download atau unduh,1
"broo, ini ada batasan pembuatan video nya ga? misalnya perhari cuma bisa beberapa kali",1
"ka, kalau muncul watermark veo kenapa ya?",1
ekstensi,1
kk gmn kalau video tidak muncul yah?,1
Tapi karakternya ga bisa konsisten ya kak?,0
Kok mirip Kya yg bikin candaan di neraka ya,1
aku udah ikutin semua taoi ko ga ada suara voice overnya ?,0
Maksimal 8 detik doank ya?,1
"dari cara ngomngnya ,masyawi nya jg hasil AI",1
Pake mobile / hape bisa juga gak bang? ????,1
Teknologi ginian ujung-ujungnya kalo nggak buat nipu ya vokep,0
izin belajar ya bang,1
kok di tampilan gemini ku tidak ada video ya?,1
Klo udah coba free sebulan nti bakal masuk otomatis bayar ga..,1
Mantap,2
"Tapi saya buat vidio, tidak ada suara untuk vidionya bg, ada penjelasannya gak bg?",0
Hatur nuhun mas..,1
mengganti foto kita caranya bagaimana?,1
Bang aku udh aktifin vpn kok ngk muncul veo 3 nya ya bang?,0
Gak bisa pake BRI ya bank?,1
Udah nyobain beberapa kali buat video di gemini pro tapi hasil videonya ga ada suaranya. Gimana ya biar ada suaranya,0
"Hati2 Mas, ngeri disuruh ngidupin di akhirat. di blur aja baiknya. cmiiw.",1
Kalau dicoba di hp bisa?,1
Bang cara agar bahasa Indonesia gimana gw kok bahasa inggris yah,0
"Udah coba upgrade ke yg pro, tapi kok videonya veo 2 ya?",1
Ini masyawi kayak AI deh. Bikin vlog panjang begini dengan AI gimana  cara?,1
bang gw ga bisa didownload katanya harus pake laptop atau yang lain ga bisa di hp walaupun pake mode desktop,1
wah...AI meresahkan...privasi kita semakin tidak terkontrol ya....??????,0
Gratis cuma bisa 4 kali pakai sehari,1
"bang untuk versi mobile,bisa gak? atau mungkin ada caranya?",1
tapi begrond monas bukan monas yg ditampilkan.... msh meleset blum realistis bgt:face-purple-crying:,0
"ini berarti engga pure gratis ya ? 
kan di vidio abangnya bayarnya pake gopay",1
bang kalau yang didlam videonya itu diri kita sendiri bisa ga si bang?,1
"Aku pengen buat film atau series tokusatsu ku sendiri, aku punya ide",1
Bisa,1
"Durasinya memang cuma sedikit kah bang, saya sudah nyoba , suaranya yang ga muncul malah text yang tulisan , tapi videonya hasilnya emang bagus ,dan bis adishare diyutub share ga ya bang ?",2
KOK SAYA GAK ADA BAYAR KE PONSEL YA CUMA DUA DOANG BANG,1
KOK BELUM ADA YANG BUAT TUTORIAL PAKEK VEO 3 TAPI WAJAH SENDIRI YA,1
GAK BISA WAJAH SENDIRI YA?,1
Kok di aku hasilnya bahasa inggris jadinya bng,0
gratis tapi guna akaun google pro... hmmmmm... terus terang la bang tetap perlu bayar dulu sebelum dapat yang gratis.,1
kok di gw gada suaranya ya bg?,0
"bang kalau video ga keluar suara nya, gimana solusinya?",0
Thanks bang atas tutornya udh ku subs??,2
Gw bikin ko gada suaranya yak,0
Abg ya asli bukan,1
"Dunia dalam darurat dibalik pesatnya perkembangan teknologi.
Percaya atau tidak,buktikan saja dan nikmati huru haranya",0
"Walaupun realistis, tetep ada bedanya kok, cuma ya harus jeli aja.",1
ngeri sekali,0
"Makin bahaya buat yang menyalahgunakan vo3 

Seperti penipuan",0
"bang saya sudah gemini pro, kok masih veo 2?",1
"Bapak"" dan emak"" kalau nonton kyak gini percayaan . Repot pokok nya repot parah parah otaknya kacau kacau.",0
ngeri. semoga tidak di salah gunakan oleh oknum yang suka mengadu domba. ??,0
Dunia filem dan pembawa acara TV bakal rungkad akan menggunakan Ai saja??,0
"Bang, saya sudah upgrade email tapi masih Veo 2",1
Veo 2 kali lu,1
Lu brrti pake yg veo 2,1
"Kalau ganti evo3 gmna caranya, ?�@ad-uz5jl�",1
Kk knp kalau buat Vidio tidak ada suaranya ?,0
ko gw bikin hasilnye gada suaranye dah,0
kenapa pas saya coba bikin ngomongnya kok jadi bahasa inggris ya bang?,0
TIDAK SESUAI DGN JUDULLLL GBLGGG,1
Ini tu harus update k versi gemini pro. Tp pakai uang jaminan. Q ada uangnya tp kira� uang q bisa balik gak entar?,1
Jangan2 masnya yang ngomong ini Veo 3 juga??????,1
"baru buat 3 video udh dibatasi, padahal member udh pro",1
"Googgle plis stop jangan terusin veo3 ke veo4 plis,apalagi orang indo kadang memakai ai dengan salah",0
Bg cara bikin vidio nya lebih dari  8 detik gimana?,1
Ini berarti text ke video gk bisa image ke video ya mas ganteng,1
Sangat menakutkan,0
